event_id,latitude,longitude,event_date,frp_mean,frp_max,confidence,facility_distance,facility_count,industrial_ratio,forest_ratio,agriculture_ratio,builtup_ratio,detection_count,event_duration_hours,label,recurrence_frequency
EVT-IND-024,22.398605,72.791856,2025-01-27,154.186,167.904,0.974,193.71,5,0.948,0.078,0.096,0.718,10,46.97,INDUSTRIAL_FIRE,0
EVT-IND-025,12.98044,80.234479,2026-03-23,104.705,177.284,0.877,608.38,3,0.861,0.021,0.017,0.537,3,18.28,INDUSTRIAL_FIRE,0
EVT-IND-026,16.848149,78.78904,2025-08-14,75.762,101.112,0.924,480.47,4,0.952,0.038,0.039,0.571,11,61.4,INDUSTRIAL_FIRE,0
EVT-IND-027,25.747748,85.427396,2025-10-26,123.102,155.862,0.934,343.49,3,0.879,0.069,0.016,0.619,8,52.8,INDUSTRIAL_FIRE,0
EVT-IND-028,27.168171,75.237086,2025-02-21,46.298,81.909,0.948,910.84,3,0.912,0.076,0.03,0.604,9,8.65,INDUSTRIAL_FIRE,0
EVT-IND-029,21.279403,73.235459,2025-01-05,97.228,140.2,0.94,1208.9,3,0.812,0.048,0.112,0.322,9,8.14,INDUSTRIAL_FIRE,0
EVT-IND-030,18.649325,74.153004,2025-03-05,145.02,225.277,0.85,1352.63,5,0.739,0.029,0.038,0.345,9,12.34,INDUSTRIAL_FIRE,0
EVT-IND-031,19.425938,72.507212,2026-02-03,138.101,202.283,0.977,1181.44,2,0.808,0.03,0.118,0.681,10,10.29,INDUSTRIAL_FIRE,0
EVT-IND-032,23.837179,72.499593,2026-05-29,43.898,65.46,0.924,67.84,1,0.922,0.024,0.055,0.515,6,23.13,INDUSTRIAL_FIRE,0
EVT-IND-033,28.797366,77.305696,2025-10-22,179.54,306.906,0.84,1263.5,1,0.685,0.08,0.08,0.64,8,64.79,INDUSTRIAL_FIRE,0
EVT-IND-034,22.492723,72.934564,2025-02-18,47.168,77.006,0.822,1370.43,2,0.662,0.0,0.006,0.614,8,58.1,INDUSTRIAL_FIRE,0
EVT-IND-035,12.563935,79.453934,2025-05-13,149.149,260.392,0.942,1062.28,1,0.927,0.003,0.024,0.325,8,54.16,INDUSTRIAL_FIRE,0
EVT-IND-036,17.417244,78.193611,2025-09-30,49.058,78.54,0.821,442.6,1,0.973,0.049,0.007,0.62,9,4.96,INDUSTRIAL_FIRE,0
EVT-IND-037,25.54822,84.496783,2025-08-11,39.217,46.576,0.986,714.91,1,0.909,0.051,0.069,0.337,4,23.09,INDUSTRIAL_FIRE,0
EVT-IND-038,26.3955,76.160828,2026-05-26,125.631,220.539,0.811,787.11,4,0.806,0.01,0.016,0.417,6,23.33,INDUSTRIAL_FIRE,0
EVT-IND-039,20.874219,72.947675,2025-08-05,88.831,120.507,0.826,903.04,4,0.755,0.003,0.05,0.534,3,42.07,INDUSTRIAL_FIRE,0
EVT-IND-040,18.642098,73.714223,2025-05-02,125.432,193.081,0.846,1191.78,2,0.792,0.05,0.043,0.558,7,53.57,INDUSTRIAL_FIRE,0
EVT-IND-041,19.108032,73.080972,2026-04-05,105.643,174.3,0.846,1264.2,3,0.813,0.009,0.009,0.755,10,21.64,INDUSTRIAL_FIRE,0
EVT-IND-042,23.181388,72.463364,2025-01-31,73.653,118.363,0.783,1249.4,4,0.773,0.012,0.072,0.322,10,27.54,INDUSTRIAL_FIRE,0
EVT-IND-043,28.423677,78.056145,2025-08-31,73.199,114.611,0.928,612.37,4,0.861,0.001,0.025,0.565,6,13.61,INDUSTRIAL_FIRE,0
EVT-IND-044,22.621435,73.751328,2025-03-30,111.175,186.697,0.988,255.31,3,0.78,0.006,0.091,0.51,6,34.85,INDUSTRIAL_FIRE,0
EVT-IND-045,12.95608,79.941307,2025-05-12,31.921,39.091,0.841,760.79,5,0.844,0.039,0.01,0.396,10,46.63,INDUSTRIAL_FIRE,0
EVT-IND-046,17.322271,78.398018,2026-04-01,143.25,156.655,0.857,832.31,5,0.929,0.039,0.092,0.761,5,37.34,INDUSTRIAL_FIRE,0
EVT-IND-047,25.486621,84.873865,2025-03-06,77.792,110.784,0.892,202.22,5,0.782,0.073,0.076,0.357,2,15.41,INDUSTRIAL_FIRE,1
EVT-IND-048,26.856523,75.558779,2025-07-02,94.472,120.986,0.906,60.61,3,0.882,0.051,0.118,0.622,4,35.43,INDUSTRIAL_FIRE,0
EVT-IND-049,21.081819,72.958309,2025-10-06,174.298,285.239,0.962,215.45,4,0.892,0.035,0.066,0.642,6,70.92,INDUSTRIAL_FIRE,0
EVT-IND-050,18.607563,74.494155,2026-06-08,141.247,185.016,0.806,109.37,3,0.812,0.079,0.056,0.837,9,30.81,INDUSTRIAL_FIRE,0
EVT-IND-051,18.873861,73.323757,2025-04-30,149.319,260.342,0.953,103.61,3,0.773,0.004,0.013,0.655,9,56.16,INDUSTRIAL_FIRE,0
EVT-IND-052,22.74019,72.122478,2026-01-21,149.135,162.069,0.829,951.75,2,0.651,0.041,0.081,0.268,10,30.09,INDUSTRIAL_FIRE,0
EVT-IND-053,28.469827,77.685925,2025-05-18,157.181,206.068,0.959,483.47,2,0.845,0.032,0.033,0.782,10,7.94,INDUSTRIAL_FIRE,0
EVT-IND-054,22.490778,72.658158,2025-04-12,150.152,270.132,0.842,641.52,3,0.84,0.08,0.084,0.607,3,29.47,INDUSTRIAL_FIRE,0
EVT-IND-055,12.946038,80.917439,2025-07-05,81.634,89.828,0.822,75.62,1,0.8,0.051,0.041,0.502,10,54.64,INDUSTRIAL_FIRE,0
EVT-IND-056,17.069152,78.366881,2026-06-02,164.035,201.159,0.848,1368.14,2,0.895,0.047,0.078,0.43,7,18.9,INDUSTRIAL_FIRE,0
EVT-IND-057,25.886633,85.259873,2025-07-07,68.903,101.365,0.946,1186.54,5,0.795,0.038,0.119,0.655,4,65.18,INDUSTRIAL_FIRE,0
EVT-IND-058,26.760007,75.619614,2026-03-16,112.136,126.313,0.917,1435.26,4,0.793,0.003,0.115,0.312,7,4.88,INDUSTRIAL_FIRE,0
EVT-IND-059,20.358075,72.493827,2026-06-16,104.994,134.857,0.791,211.82,3,0.777,0.005,0.084,0.374,11,29.59,INDUSTRIAL_FIRE,0
EVT-IND-060,18.74702,73.851924,2025-06-13,42.371,71.907,0.78,786.84,2,0.76,0.035,0.094,0.755,6,20.22,INDUSTRIAL_FIRE,0
EVT-IND-061,19.470807,72.079442,2026-05-09,130.905,159.86,0.849,1399.06,3,0.666,0.037,0.085,0.34,8,11.67,INDUSTRIAL_FIRE,0
EVT-IND-062,23.11985,72.626742,2025-01-26,54.19,58.171,0.803,949.22,3,0.838,0.047,0.102,0.253,4,61.74,INDUSTRIAL_FIRE,0
EVT-IND-063,29.243058,77.389704,2026-04-30,157.601,195.535,0.973,708.96,4,0.849,0.079,0.043,0.738,3,57.94,INDUSTRIAL_FIRE,0
EVT-IND-064,22.462091,73.618583,2025-06-21,89.174,114.876,0.796,93.26,4,0.656,0.013,0.087,0.675,5,53.7,INDUSTRIAL_FIRE,0
EVT-IND-065,13.558427,80.360025,2025-03-21,44.534,51.561,0.926,300.77,3,0.817,0.079,0.0,0.26,7,42.92,INDUSTRIAL_FIRE,0
EVT-IND-066,17.389006,78.573776,2026-06-21,161.459,234.463,0.911,446.12,4,0.846,0.024,0.08,0.752,2,3.27,INDUSTRIAL_FIRE,0
EVT-IND-067,25.942595,85.508328,2026-04-03,64.318,96.997,0.896,624.44,5,0.874,0.058,0.068,0.705,9,31.35,INDUSTRIAL_FIRE,0
EVT-IND-068,26.988431,75.716571,2026-06-16,148.384,213.699,0.866,186.4,4,0.78,0.055,0.018,0.827,10,14.49,INDUSTRIAL_FIRE,0
EVT-IND-069,21.673422,72.424372,2025-07-05,138.692,236.993,0.86,799.68,3,0.895,0.058,0.094,0.592,6,65.28,INDUSTRIAL_FIRE,0
EVT-IND-070,18.256888,73.543679,2025-02-26,40.479,48.708,0.936,83.55,2,0.774,0.058,0.107,0.487,11,24.34,INDUSTRIAL_FIRE,0
EVT-IND-071,20.188599,73.17565,2025-07-27,118.275,207.163,0.878,335.28,3,0.774,0.032,0.016,0.348,5,25.76,INDUSTRIAL_FIRE,0
EVT-IND-072,23.2558,72.227693,2026-01-05,40.333,65.143,0.965,453.26,3,0.711,0.042,0.056,0.406,4,5.16,INDUSTRIAL_FIRE,0
EVT-IND-073,28.261137,77.462499,2025-05-13,101.804,115.345,0.833,477.42,4,0.902,0.07,0.108,0.841,8,68.71,INDUSTRIAL_FIRE,0
EVT-IND-074,21.924537,73.282321,2026-06-15,72.192,105.738,0.8,1276.41,4,0.829,0.013,0.03,0.346,8,61.64,INDUSTRIAL_FIRE,0
EVT-IND-075,12.846094,79.968889,2026-02-04,82.544,111.735,0.94,1169.91,2,0.718,0.075,0.014,0.788,9,20.52,INDUSTRIAL_FIRE,0
EVT-IND-076,17.008314,78.223585,2025-02-24,89.103,123.621,0.832,1079.86,1,0.939,0.027,0.064,0.399,10,19.14,INDUSTRIAL_FIRE,0
EVT-IND-077,25.482833,84.834148,2025-02-10,145.491,209.251,0.883,818.13,5,0.827,0.035,0.016,0.325,3,35.74,INDUSTRIAL_FIRE,0
EVT-IND-078,27.488988,75.895667,2026-05-30,110.935,133.764,0.833,93.58,2,0.953,0.026,0.073,0.529,3,30.03,INDUSTRIAL_FIRE,0
EVT-IND-079,21.045706,72.948644,2026-03-30,151.838,243.883,0.878,271.67,5,0.954,0.027,0.006,0.455,2,45.59,INDUSTRIAL_FIRE,1
EVT-IND-080,18.519728,73.999513,2026-03-06,57.853,100.828,0.872,976.57,4,0.978,0.022,0.007,0.525,2,11.03,INDUSTRIAL_FIRE,0
EVT-IND-081,18.977021,72.840536,2025-09-26,167.887,216.468,0.932,718.59,2,0.868,0.048,0.057,0.82,7,14.41,INDUSTRIAL_FIRE,0
EVT-IND-082,23.279954,72.702435,2025-07-05,31.239,43.336,0.967,1136.95,2,0.825,0.053,0.036,0.819,11,27.64,INDUSTRIAL_FIRE,0
EVT-IND-083,29.074083,77.170593,2026-04-28,136.566,195.522,0.97,657.99,3,0.864,0.027,0.049,0.514,4,8.42,INDUSTRIAL_FIRE,0
EVT-IND-084,22.541728,73.050005,2025-03-09,127.751,136.032,0.849,336.82,1,0.934,0.02,0.08,0.328,9,21.26,INDUSTRIAL_FIRE,0
EVT-IND-085,12.964809,80.487596,2025-06-01,166.101,199.635,0.894,1067.02,4,0.964,0.049,0.031,0.625,2,70.33,INDUSTRIAL_FIRE,0
EVT-IND-086,17.455971,78.311574,2025-06-23,28.6,38.612,0.964,934.83,2,0.959,0.068,0.039,0.577,6,36.29,INDUSTRIAL_FIRE,0
EVT-IND-087,25.629774,84.870787,2026-03-13,166.464,290.131,0.957,1468.4,2,0.896,0.061,0.092,0.538,8,18.82,INDUSTRIAL_FIRE,0
EVT-IND-088,26.964845,75.93121,2025-09-04,64.96,96.756,0.866,367.34,4,0.934,0.013,0.001,0.452,10,57.83,INDUSTRIAL_FIRE,0
EVT-IND-089,21.675994,72.804025,2026-01-13,42.934,57.641,0.99,329.26,4,0.701,0.034,0.074,0.81,4,6.87,INDUSTRIAL_FIRE,0
EVT-IND-090,18.467463,74.008108,2026-06-14,66.948,114.725,0.919,212.17,4,0.708,0.034,0.066,0.55,10,50.03,INDUSTRIAL_FIRE,0
EVT-IND-091,19.139127,72.648081,2025-01-13,105.051,117.804,0.933,1466.16,5,0.755,0.037,0.051,0.281,5,26.73,INDUSTRIAL_FIRE,0
EVT-IND-092,23.267753,72.096865,2025-12-30,152.291,207.496,0.848,1135.79,4,0.812,0.071,0.017,0.777,10,8.73,INDUSTRIAL_FIRE,0
EVT-IND-093,28.487455,77.332212,2025-06-01,33.185,34.857,0.872,1173.2,1,0.661,0.052,0.099,0.351,2,62.26,INDUSTRIAL_FIRE,0
EVT-IND-094,21.994227,73.089124,2025-03-21,151.976,170.147,0.863,1119.81,3,0.898,0.04,0.09,0.529,4,27.75,INDUSTRIAL_FIRE,0
EVT-IND-095,12.382159,80.08059,2025-12-17,43.431,48.403,0.817,304.25,4,0.922,0.032,0.119,0.332,11,33.41,INDUSTRIAL_FIRE,0
EVT-IND-096,17.423715,78.487169,2025-12-19,176.217,300.388,0.82,370.16,3,0.745,0.059,0.068,0.581,8,60.0,INDUSTRIAL_FIRE,0
EVT-IND-097,26.22471,84.993488,2025-10-14,118.242,167.27,0.835,657.05,1,0.9,0.066,0.067,0.481,9,38.53,INDUSTRIAL_FIRE,0
EVT-IND-098,26.450229,76.08644,2025-05-27,129.881,142.812,0.78,357.8,3,0.863,0.014,0.107,0.532,10,35.33,INDUSTRIAL_FIRE,0
EVT-IND-099,21.080371,73.093643,2025-07-03,115.795,138.561,0.923,360.43,2,0.683,0.017,0.051,0.356,2,62.22,INDUSTRIAL_FIRE,0
EVT-IND-100,18.284426,73.607382,2025-03-14,33.567,44.242,0.836,935.2,3,0.943,0.074,0.012,0.314,4,10.07,INDUSTRIAL_FIRE,0
EVT-WIL-001,29.529076,77.613824,2025-04-18,123.141,225.202,0.847,99694.3,0,0.004,0.723,0.065,0.19,8,69.65,WILDFIRE,0
EVT-WIL-002,31.302966,76.981057,2026-03-09,84.796,128.804,0.972,43027.38,0,0.04,0.801,0.026,0.064,9,23.99,WILDFIRE,0
EVT-WIL-003,32.762158,76.770343,2025-01-17,63.801,91.761,0.821,66249.72,0,0.093,0.951,0.078,0.066,6,54.67,WILDFIRE,0
EVT-WIL-004,34.614577,74.518381,2025-06-07,93.16,126.202,0.797,42830.54,0,0.009,0.621,0.145,0.078,6,26.53,WILDFIRE,0
EVT-WIL-005,23.103395,77.395254,2025-10-15,134.018,258.807,0.867,69543.18,0,0.005,0.957,0.078,0.185,3,69.9,WILDFIRE,0
EVT-WIL-006,22.727774,75.647788,2026-05-21,94.4,101.5,0.908,86397.37,0,0.05,0.75,0.001,0.157,7,40.36,WILDFIRE,0
EVT-WIL-007,21.137668,79.789428,2026-04-05,50.551,60.791,0.917,53686.32,0,0.054,0.965,0.193,0.171,6,23.33,WILDFIRE,0
EVT-WIL-008,14.979427,75.732619,2025-11-09,25.166,45.812,0.835,59924.13,0,0.098,0.811,0.085,0.074,4,50.7,WILDFIRE,0
EVT-WIL-009,10.6038,77.2374,2025-04-30,52.66,70.49,0.945,10205.27,0,0.052,0.749,0.138,0.033,8,80.53,WILDFIRE,0
EVT-WIL-010,9.923413,75.72029,2025-03-15,79.259,122.546,0.76,20845.38,0,0.019,0.698,0.019,0.189,1,49.19,WILDFIRE,0
EVT-WIL-011,30.46069,78.683023,2025-05-13,107.75,202.338,0.878,47470.4,0,0.043,0.565,0.107,0.199,1,115.09,WILDFIRE,0
EVT-WIL-012,31.219195,76.9171,2025-10-22,145.448,158.955,0.962,85047.77,0,0.012,0.576,0.167,0.031,3,64.65,WILDFIRE,0
EVT-WIL-013,32.041513,76.179781,2026-01-18,76.752,85.192,0.971,36580.19,0,0.019,0.673,0.193,0.019,4,104.21,WILDFIRE,0
EVT-WIL-014,34.419557,74.267136,2025-03-10,136.323,265.314,0.736,81212.55,0,0.055,0.784,0.18,0.194,9,84.88,WILDFIRE,0
EVT-WIL-015,22.256431,77.301497,2026-04-11,64.24,91.345,0.725,15124.12,0,0.078,0.742,0.186,0.122,4,5.19,WILDFIRE,0
EVT-WIL-016,22.881374,75.202774,2025-06-02,42.806,65.919,0.962,97901.73,0,0.024,0.571,0.031,0.013,9,24.22,WILDFIRE,0
EVT-WIL-017,21.388935,79.177767,2025-05-21,103.898,129.018,0.924,64836.58,0,0.086,0.958,0.07,0.018,5,27.89,WILDFIRE,0
EVT-WIL-018,15.665722,76.053799,2026-04-04,125.616,196.395,0.751,37507.54,0,0.065,0.839,0.087,0.046,4,86.91,WILDFIRE,0
EVT-WIL-019,11.277725,76.860975,2026-02-17,26.097,39.739,0.845,54753.75,0,0.044,0.978,0.097,0.096,2,51.19,WILDFIRE,0
EVT-WIL-020,10.057407,75.78056,2025-05-10,105.641,116.025,0.975,51148.47,0,0.09,0.754,0.012,0.164,3,78.13,WILDFIRE,0
EVT-WIL-021,30.178165,78.545713,2025-09-04,138.434,228.349,0.797,68952.72,0,0.067,0.963,0.074,0.085,6,97.64,WILDFIRE,0
EVT-WIL-022,31.11889,76.723162,2025-09-22,42.324,74.404,0.737,26269.7,0,0.063,0.871,0.179,0.055,5,14.18,WILDFIRE,0
EVT-WIL-023,31.709002,76.186663,2025-06-02,53.699,83.391,0.947,77970.23,0,0.071,0.625,0.072,0.096,2,18.54,WILDFIRE,0
EVT-WIL-024,34.146259,74.581597,2025-07-26,92.536,159.141,0.72,52263.33,0,0.078,0.872,0.163,0.09,2,98.65,WILDFIRE,0
EVT-WIL-025,23.041289,77.876401,2025-04-09,80.123,113.971,0.767,77163.83,0,0.031,0.667,0.026,0.088,2,37.05,WILDFIRE,0
EVT-WIL-026,22.020487,75.268886,2025-10-19,149.501,227.695,0.88,87779.85,0,0.1,0.814,0.178,0.182,7,95.18,WILDFIRE,0
EVT-WIL-027,21.523408,79.507682,2026-01-19,81.58,123.969,0.814,60271.4,0,0.055,0.91,0.022,0.045,1,95.37,WILDFIRE,0
EVT-WIL-028,14.726728,75.388307,2025-12-27,143.485,193.508,0.812,32663.83,0,0.061,0.954,0.069,0.111,8,36.26,WILDFIRE,0
EVT-WIL-029,11.155228,76.40733,2026-02-08,152.394,218.34,0.934,70682.31,0,0.019,0.625,0.162,0.053,1,109.68,WILDFIRE,0
EVT-WIL-030,9.980174,75.981499,2026-06-24,45.288,59.436,0.97,32342.98,0,0.043,0.736,0.051,0.155,8,92.85,WILDFIRE,0
EVT-WIL-031,30.311971,77.52344,2026-03-31,10.646,16.955,0.978,11555.28,0,0.021,0.773,0.162,0.018,2,48.03,WILDFIRE,0
EVT-WIL-032,30.53748,76.35288,2025-05-08,39.324,56.609,0.834,87286.93,0,0.064,0.847,0.197,0.082,2,49.0,WILDFIRE,0
EVT-WIL-033,32.30251,76.875619,2026-06-21,123.186,140.789,0.831,26451.75,0,0.019,0.749,0.058,0.159,7,109.0,WILDFIRE,0
EVT-WIL-034,33.94937,74.898177,2025-11-21,48.209,56.804,0.964,44988.4,0,0.022,0.914,0.08,0.007,3,20.27,WILDFIRE,0
EVT-WIL-035,23.276195,77.679249,2025-03-28,147.609,274.324,0.938,28944.83,0,0.005,0.923,0.061,0.124,2,91.44,WILDFIRE,0
EVT-WIL-036,22.713637,75.956774,2025-03-27,119.256,175.207,0.945,56526.1,0,0.074,0.903,0.15,0.058,9,15.02,WILDFIRE,0
EVT-WIL-037,20.623563,79.10691,2025-12-30,97.397,138.824,0.92,92010.15,0,0.025,0.867,0.136,0.105,5,23.44,WILDFIRE,0
EVT-WIL-038,15.453266,75.097965,2025-01-05,147.679,293.139,0.799,66716.57,0,0.047,0.974,0.019,0.082,7,105.19,WILDFIRE,0
EVT-WIL-039,11.115485,76.711262,2025-11-21,156.997,296.622,0.784,78857.77,0,0.034,0.811,0.132,0.166,4,3.91,WILDFIRE,0
EVT-WIL-040,9.405966,75.908406,2025-06-22,84.341,92.981,0.798,87589.22,0,0.003,0.72,0.189,0.01,6,90.21,WILDFIRE,0
EVT-WIL-041,30.262163,77.548518,2025-05-01,142.856,179.302,0.849,79692.83,0,0.025,0.649,0.005,0.192,7,85.49,WILDFIRE,0
EVT-WIL-042,31.154297,76.35952,2026-05-17,81.42,120.262,0.879,26541.22,0,0.089,0.899,0.07,0.116,5,17.78,WILDFIRE,0
EVT-WIL-043,31.864561,76.367709,2026-01-02,59.824,72.428,0.759,16280.13,0,0.012,0.581,0.198,0.015,9,16.77,WILDFIRE,0
EVT-WIL-044,33.754514,74.612055,2025-02-15,104.637,197.561,0.879,56035.51,0,0.071,0.742,0.069,0.094,7,21.2,WILDFIRE,0
EVT-WIL-045,22.972986,77.451573,2025-08-16,46.953,86.861,0.792,71116.59,0,0.086,0.583,0.153,0.062,2,26.78,WILDFIRE,0
EVT-WIL-046,22.448521,75.641069,2025-03-02,95.325,126.338,0.855,65211.31,0,0.061,0.818,0.027,0.139,3,81.3,WILDFIRE,0
EVT-WIL-047,20.925271,78.718196,2026-02-10,71.355,80.801,0.762,48568.56,0,0.074,0.652,0.166,0.109,5,91.49,WILDFIRE,0
EVT-WIL-048,14.863931,76.311032,2025-02-14,149.196,226.363,0.848,63383.72,0,0.074,0.581,0.103,0.096,6,110.68,WILDFIRE,0
EVT-WIL-049,11.257516,77.380309,2026-06-07,77.586,94.798,0.761,16757.25,0,0.0,0.736,0.154,0.147,9,4.83,WILDFIRE,0
EVT-WIL-050,9.816643,76.215475,2025-02-27,35.105,57.758,0.791,67023.64,0,0.041,0.877,0.046,0.181,9,60.52,WILDFIRE,0
EVT-WIL-051,30.330393,78.368457,2025-07-14,43.592,57.652,0.77,32184.16,0,0.058,0.977,0.198,0.105,9,77.04,WILDFIRE,0
EVT-WIL-052,30.367109,77.442633,2025-06-24,89.281,164.384,0.785,48462.43,0,0.099,0.974,0.181,0.16,2,33.03,WILDFIRE,0
EVT-WIL-053,31.827935,76.468516,2025-02-13,85.825,142.027,0.814,76924.02,0,0.033,0.692,0.025,0.038,6,102.21,WILDFIRE,0
EVT-WIL-054,33.625096,74.084095,2025-02-26,93.097,99.623,0.789,24284.13,0,0.066,0.668,0.013,0.011,7,70.23,WILDFIRE,0
EVT-WIL-055,23.200872,77.77791,2025-02-25,100.985,148.696,0.824,14605.34,0,0.08,0.934,0.002,0.036,2,108.56,WILDFIRE,0
EVT-WIL-056,22.589828,75.940149,2026-04-30,108.998,189.501,0.868,95689.65,0,0.049,0.679,0.095,0.072,2,27.71,WILDFIRE,0
EVT-WIL-057,21.399499,79.585937,2025-09-18,12.766,18.73,0.88,64157.18,0,0.078,0.899,0.142,0.021,7,57.53,WILDFIRE,0
EVT-WIL-058,14.919377,74.959292,2025-04-07,43.539,64.531,0.816,24253.36,0,0.082,0.948,0.04,0.186,1,3.13,WILDFIRE,0
EVT-WIL-059,11.233487,76.549481,2025-10-03,124.453,245.383,0.954,97305.33,0,0.055,0.584,0.17,0.123,1,74.15,WILDFIRE,0
EVT-WIL-060,9.715583,76.626172,2025-09-28,120.966,135.635,0.904,86106.01,0,0.047,0.769,0.062,0.194,2,88.24,WILDFIRE,0
EVT-WIL-061,30.619679,78.28855,2025-07-23,79.588,154.834,0.906,27802.42,0,0.086,0.713,0.17,0.048,2,74.62,WILDFIRE,0
EVT-WIL-062,30.658684,77.206589,2025-02-21,158.097,188.62,0.725,70025.96,0,0.034,0.581,0.095,0.151,7,34.93,WILDFIRE,0
EVT-WIL-063,31.597261,76.094513,2026-01-30,136.41,201.078,0.967,67873.1,0,0.012,0.931,0.098,0.028,5,19.17,WILDFIRE,0
EVT-WIL-064,33.826664,74.967083,2025-10-20,30.968,45.493,0.816,56012.63,0,0.028,0.564,0.123,0.075,3,78.51,WILDFIRE,0
EVT-WIL-065,22.59729,77.488646,2025-09-02,78.482,111.787,0.927,42761.06,0,0.053,0.805,0.004,0.103,3,42.03,WILDFIRE,0
EVT-WIL-066,22.437401,75.381615,2025-02-22,151.361,162.131,0.868,78273.65,0,0.028,0.889,0.126,0.186,8,117.74,WILDFIRE,0
EVT-WIL-067,20.987617,78.855143,2026-06-03,32.011,43.839,0.977,9493.2,0,0.045,0.912,0.065,0.096,5,117.39,WILDFIRE,0
EVT-WIL-068,15.547879,75.710331,2026-01-28,49.871,76.246,0.725,46976.27,0,0.093,0.766,0.194,0.052,9,61.04,WILDFIRE,0
EVT-WIL-069,10.550084,76.440666,2025-03-11,138.321,196.471,0.849,97840.49,0,0.019,0.68,0.006,0.078,3,24.82,WILDFIRE,0
EVT-WIL-070,9.769305,76.616094,2025-10-01,49.521,68.709,0.798,73941.16,0,0.047,0.705,0.171,0.114,7,26.45,WILDFIRE,0
